"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"204395_s_at",-1.24987601075376,5.39163286925645,-4.43936913277085,3.1467506672774e-05,0.000220384514780414,1.80840944657306,"GRK5","G protein-coupled receptor kinase 5","Downregulated",1.24987601075376
"209474_s_at",-1.42729489190321,5.5933112256637,-4.43906959332752,3.15019635761735e-05,0.000220594438834889,1.80736065250008,"ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","Downregulated",1.42729489190321
"1554821_a_at",-1.21891362744562,4.68113411429203,-4.43898016404239,3.15122579793284e-05,0.000220635127829939,1.80704753659396,"ZBED1","zinc finger BED-type containing 1","Downregulated",1.21891362744562
"1568680_s_at",-1.30730541246797,4.74737288184867,-4.43870320444066,3.15441601094735e-05,0.000220827071632787,1.80607784955719,"YTHDC2","YTH domain containing 2","Downregulated",1.30730541246797
"224527_at",-1.23647241290161,2.97733025370425,-4.43814806452812,3.1608199293571e-05,0.00022121243957314,1.80413430531316,"LOC100653137///CDH23","cadherin-23-like///cadherin-related 23","Downregulated",1.23647241290161
"214365_at",-2.43180395468749,4.76910384969952,-4.43792433970544,3.16340431015642e-05,0.000221361825781949,1.80335108409195,"TPM3","tropomyosin 3","Downregulated",2.43180395468749
"1566210_at",-1.24778595584568,2.59654828336099,-4.43757226615382,3.16747547416169e-05,0.000221583687314578,1.80211858211217,"","","Downregulated",1.24778595584568
"207560_at",-1.36658613979465,4.07492137172309,-4.43678245110504,3.17662690263792e-05,0.000222097584538369,1.79935388350638,"SLC28A1","solute carrier family 28 member 1","Downregulated",1.36658613979465
"202555_s_at",-2.05288644182011,8.74293127795776,-4.43661781839108,3.17853769487897e-05,0.000222199608398792,1.79877763221532,"MYLK","myosin light chain kinase","Downregulated",2.05288644182011
"232930_at",-1.33717325650253,4.10427406666589,-4.43602079485176,3.1854763378974e-05,0.000222653031475735,1.79668801862509,"DOCK1","dedicator of cytokinesis 1","Downregulated",1.33717325650253
"219140_s_at",-2.70750393641215,5.78550848296644,-4.43574236261831,3.18871731302288e-05,0.000222801240477229,1.79571354605801,"RBP4","retinol binding protein 4","Downregulated",2.70750393641215
"218260_at",-1.18851322616117,7.2308375513044,-4.43572194503064,3.18895510126837e-05,0.000222801240477229,1.79564208882474,"DDA1","DET1 and DDB1 associated 1","Downregulated",1.18851322616117
"230929_s_at",-1.28361263218961,3.90082850061007,-4.43447898387167,3.20346335705168e-05,0.000223719587582234,1.79129234112458,"UBE2J2","ubiquitin conjugating enzyme E2 J2","Downregulated",1.28361263218961
"227983_at",-1.1073975549789,7.45618382520671,-4.43309753393916,3.21966318535597e-05,0.000224723356541576,1.78645876699214,"RILPL2","Rab interacting lysosomal protein like 2","Downregulated",1.1073975549789
"1553396_a_at",-1.5906936874596,4.37866070968896,-4.43175541587615,3.23547782721765e-05,0.000225763127402012,1.78176363439376,"CCDC13","coiled-coil domain containing 13","Downregulated",1.5906936874596
"215750_at",-1.262472518638,5.56731062254751,-4.43171519222243,3.23595295685836e-05,0.000225764266479696,1.78162293247546,"","","Downregulated",1.262472518638
"209959_at",-1.85208507010932,5.15367079709727,-4.43135490846696,3.24021171618119e-05,0.000226029342101117,1.78036269617724,"NR4A3","nuclear receptor subfamily 4 group A member 3","Downregulated",1.85208507010932
"220096_at",-1.04819511316794,4.46159373801536,-4.43120792630633,3.24195068914865e-05,0.00022611859328269,1.77984858417104,"","","Downregulated",1.04819511316794
"227376_at",-1.13157727517603,6.2284499700688,-4.43077165032131,3.24711768056505e-05,0.000226350644152946,1.77832264186058,"GLI3","GLI family zinc finger 3","Downregulated",1.13157727517603
"223253_at",-1.40387149518059,7.78377611616291,-4.42982795200205,3.25832160341967e-05,0.000227067315025452,1.77502220532346,"EPDR1","ependymin related 1","Downregulated",1.40387149518059
"221845_s_at",-1.56594707337645,4.94726631574504,-4.42943574967991,3.26298898508001e-05,0.00022736037806405,1.77365065740818,"CLPB","ClpB homolog, mitochondrial AAA ATPase chaperonin","Downregulated",1.56594707337645
"232706_s_at",-1.19189404734893,5.16673748138029,-4.42876143907693,3.27102873534545e-05,0.00022782379473481,1.77129272712792,"TRABD","TraB domain containing","Downregulated",1.19189404734893
"228910_at",-1.20640267806162,5.10415807587419,-4.42789815444211,3.28134964089789e-05,0.000228470898270864,1.76827429142101,"CD82","CD82 molecule","Downregulated",1.20640267806162
"232484_at",-1.11438797405147,3.97154390298789,-4.42773557885698,3.28329682469669e-05,0.000228548856773023,1.76770589084139,"","","Downregulated",1.11438797405147
"236300_at",-1.52924363955289,5.6937233956082,-4.42745003928771,3.28671947181122e-05,0.000228722394356406,1.76670760954804,"PDE3A","phosphodiesterase 3A","Downregulated",1.52924363955289
"215027_at",-1.29924450231114,3.81212798232897,-4.42682044307071,3.29427841138949e-05,0.000229151198458075,1.76450659404311,"RAPGEF3","Rap guanine nucleotide exchange factor 3","Downregulated",1.29924450231114
"217475_s_at",-1.31158785074153,4.45099894808892,-4.42636649056761,3.29973902320359e-05,0.000229498598042091,1.76291972517282,"LIMK2","LIM domain kinase 2","Downregulated",1.31158785074153
"235897_at",-1.28902365720289,4.34017635578168,-4.42608328531954,3.30315015314329e-05,0.000229703377029002,1.76192977973414,"COPZ2","coatomer protein complex subunit zeta 2","Downregulated",1.28902365720289
"222456_s_at",-1.46044749590354,4.14730889891766,-4.42570805120754,3.30767501079616e-05,0.000229985536606255,1.7606182026678,"LIMA1","LIM domain and actin binding 1","Downregulated",1.46044749590354
"232438_at",-1.18025920942135,4.48159062663167,-4.42527976136127,3.31284699762035e-05,0.00023024754549704,1.75912125455187,"EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1","Downregulated",1.18025920942135
"203859_s_at",-1.38824396389436,6.05732222975716,-4.42294538220946,3.34117482961535e-05,0.000231921554296632,1.75096364607496,"PALM","paralemmin","Downregulated",1.38824396389436
"227848_at",-1.7287361564004,5.06652543359221,-4.42218176282487,3.35049225664456e-05,0.000232502711144703,1.74829567303467,"PEBP4","phosphatidylethanolamine binding protein 4","Downregulated",1.7287361564004
"220032_at",-1.11358259850173,5.45279172836573,-4.42200162925785,3.35269385432932e-05,0.000232589886493702,1.74766635144139,"CPED1","cadherin like and PC-esterase domain containing 1","Downregulated",1.11358259850173
"1553348_a_at",-1.08220391095835,5.66807594337791,-4.42125299114121,3.3618587641005e-05,0.00023309424292672,1.74505103751842,"NFX1","nuclear transcription factor, X-box binding 1","Downregulated",1.08220391095835
"220430_at",-1.18291899419695,3.64533097060438,-4.42048662702797,3.37126582804229e-05,0.000233713549732991,1.74237406154072,"FAM110D","family with sequence similarity 110 member D","Downregulated",1.18291899419695
"216591_s_at",-1.19603446116839,7.69575774269718,-4.42014894548365,3.37541893746892e-05,0.000233968502121472,1.74119459506084,"SDHC","succinate dehydrogenase complex subunit C","Downregulated",1.19603446116839
"234104_at",-1.39802164455195,3.52874285067887,-4.41916410644727,3.38755970872161e-05,0.000234743910135283,1.73775500772478,"","","Downregulated",1.39802164455195
"236819_at",-1.1047244983462,2.4312420783936,-4.41874431485677,3.39274761687465e-05,0.000235070306932626,1.73628900320458,"PTBP1","polypyrimidine tract binding protein 1","Downregulated",1.1047244983462
"206679_at",-1.18582253118614,3.90941456085696,-4.41736138167766,3.40989283852585e-05,0.000236191718616753,1.73146006064995,"APBA1","amyloid beta precursor protein binding family A member 1","Downregulated",1.18582253118614
"1554451_s_at",-1.3892831619535,5.49891215862413,-4.41558587481344,3.43202822870245e-05,0.000237658053827416,1.72526159411768,"DNAJC14","DnaJ heat shock protein family (Hsp40) member C14","Downregulated",1.3892831619535
"1557241_a_at",-1.19390820150269,3.40382979758323,-4.41479284679719,3.44195990616239e-05,0.000238245211847704,1.72249351779491,"","","Downregulated",1.19390820150269
"238556_at",-1.28446384238536,4.19704640031478,-4.41349953901791,3.45821673944936e-05,0.00023923586545492,1.71797981877991,"CAMK2G","calcium/calmodulin dependent protein kinase II gamma","Downregulated",1.28446384238536
"224794_s_at",-1.39266378083469,5.67418217181069,-4.41318210935437,3.46221817807474e-05,0.000239479013056682,1.71687209167798,"CERCAM","cerebral endothelial cell adhesion molecule","Downregulated",1.39266378083469
"215812_s_at",-1.12249419147738,5.92984028488406,-4.41235569363474,3.47265682573045e-05,0.000240099795452744,1.71398838179547,"SLC6A10PB///SLC6A10P///SLC6A8","solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8","Downregulated",1.12249419147738
"216330_s_at",-1.24349022471701,3.78578529101308,-4.41223924718104,3.47413013715244e-05,0.00024016791466544,1.71358207634134,"POU6F1","POU class 6 homeobox 1","Downregulated",1.24349022471701
"239758_at",-1.20358561757244,5.58464121777108,-4.41076052020683,3.49289215124237e-05,0.000241363213152904,1.70842303103423,"","","Downregulated",1.20358561757244
"219398_at",-1.58764444243603,6.05448906915507,-4.40973754571594,3.50592902074953e-05,0.000242230060831258,1.70485461497245,"CIDEC","cell death inducing DFFA like effector c","Downregulated",1.58764444243603
"219772_s_at",-2.92008946691202,3.73834857001738,-4.40958595593723,3.50786490009592e-05,0.00024232978820584,1.70432586859153,"SMPX","small muscle protein, X-linked","Downregulated",2.92008946691202
"233980_s_at",-1.15656262541441,3.42915515977364,-4.40940621156505,3.51016167038543e-05,0.000242454415096372,1.7036989322793,"VWF","von Willebrand factor","Downregulated",1.15656262541441
"212794_s_at",-1.04629019649311,7.03669147376925,-4.40888307764554,3.51685456162043e-05,0.000242882613913904,1.70187435974173,"KIAA1033","KIAA1033","Downregulated",1.04629019649311
"211248_s_at",-1.42601076235972,4.76627394983304,-4.40843480537049,3.52259952205189e-05,0.00024317698468239,1.70031098652817,"CHRD","chordin","Downregulated",1.42601076235972
"209000_s_at",-1.87276983739677,5.80941428493027,-4.40793615864198,3.52900075497627e-05,0.000243584710548629,1.69857203698407,"SEPT8","septin 8","Downregulated",1.87276983739677
"232345_at",-1.35006429697833,3.28398000871092,-4.40785988944265,3.52998083207543e-05,0.00024361818626078,1.69830607048798,"C18orf8","chromosome 18 open reading frame 8","Downregulated",1.35006429697833
"1552402_at",-1.51323259110882,2.92466782324784,-4.40743503570693,3.53544513084058e-05,0.00024396108337298,1.69682456587278,"CALML6","calmodulin like 6","Downregulated",1.51323259110882
"205770_at",-1.22696273287108,6.42224718696414,-4.40533077863946,3.56263029965086e-05,0.000245664726954764,1.68948803445908,"GSR","glutathione-disulfide reductase","Downregulated",1.22696273287108
"212668_at",-1.36886219467416,2.98966920283407,-4.40450311281781,3.57337843008805e-05,0.000246336834420486,1.68660291381149,"SMURF1","SMAD specific E3 ubiquitin protein ligase 1","Downregulated",1.36886219467416
"243601_at",-1.3113221765109,3.35640243123374,-4.404352707127,3.57533498037082e-05,0.000246437187812169,1.68607865527103,"LOC285957","uncharacterized LOC285957","Downregulated",1.3113221765109
"1554430_at",-1.17444590159997,4.26736857083511,-4.4032458380644,3.58976563296673e-05,0.000247327915851854,1.68222083616186,"SMIM11A","small integral membrane protein 11A","Downregulated",1.17444590159997
"202019_s_at",-1.01931686184123,6.46880775429846,-4.40254496740786,3.59893230133434e-05,0.000247820685350908,1.67977834930418,"LANCL1","LanC like 1","Downregulated",1.01931686184123
"242809_at",-1.25090923367458,5.04775021888096,-4.40144026587951,3.6134267269222e-05,0.000248714350191161,1.67592899313432,"IL1RL1","interleukin 1 receptor like 1","Downregulated",1.25090923367458
"1553535_a_at",-1.16870606809012,6.51476792101787,-4.39873663264948,3.64913921230051e-05,0.00025084230053502,1.66651046988462,"RANGAP1","Ran GTPase activating protein 1","Downregulated",1.16870606809012
"210139_s_at",-1.87499785757129,9.21225377738603,-4.39832033795673,3.65466837158451e-05,0.000251131499176873,1.66506053905268,"PMP22","peripheral myelin protein 22","Downregulated",1.87499785757129
"228739_at",-1.74086261385742,4.70647405628897,-4.39811470299267,3.65740257625341e-05,0.000251249209227561,1.66434435327234,"CYS1","cystin 1","Downregulated",1.74086261385742
"214551_s_at",-1.80099242952379,3.85188029034636,-4.39793029085483,3.65985627924129e-05,0.000251382674389484,1.66370209878158,"CD7","CD7 molecule","Downregulated",1.80099242952379
"219750_at",-1.94035996792135,4.09743698618845,-4.39764246074011,3.66368920174805e-05,0.000251610822819841,1.66269970017884,"TMEM144","transmembrane protein 144","Downregulated",1.94035996792135
"218394_at",-1.08962551495123,7.16164589605922,-4.39695340670977,3.67288087419832e-05,0.00025220687856081,1.66030015062902,"ROGDI","rogdi homolog","Downregulated",1.08962551495123
"243582_at",-1.57484398366543,4.64516139332055,-4.39554554929316,3.69173057016573e-05,0.000253465866005505,1.65539812619862,"SH3RF2","SH3 domain containing ring finger 2","Downregulated",1.57484398366543
"1555294_a_at",-1.20122600972456,4.23120953360409,-4.39549568850081,3.69239986799158e-05,0.000253476451317329,1.65522453228533,"ERC1","ELKS/RAB6-interacting/CAST family member 1","Downregulated",1.20122600972456
"235836_at",-1.557756654237,4.09859367111919,-4.39411513349569,3.71097827044669e-05,0.000254582243292125,1.65041848199134,"MXRA7","matrix remodeling associated 7","Downregulated",1.557756654237
"226638_at",-1.58144080691953,6.34365639433047,-4.39388832351005,3.71403914572682e-05,0.000254748709567577,1.64962898406245,"ARHGAP23","Rho GTPase activating protein 23","Downregulated",1.58144080691953
"241764_at",-1.66610958477557,2.40628077459744,-4.39203425691167,3.73915226467494e-05,0.000256328316366481,1.64317608509356,"","","Downregulated",1.66610958477557
"211564_s_at",-1.63485468214263,5.2370594955051,-4.3912619916545,3.74966096731721e-05,0.000257012908787823,1.64048875407025,"PDLIM4","PDZ and LIM domain 4","Downregulated",1.63485468214263
"210632_s_at",-1.75305021904722,2.35302486897995,-4.38922830823658,3.77747164353948e-05,0.000258774950805579,1.63341324047342,"SGCA","sarcoglycan alpha","Downregulated",1.75305021904722
"63305_at",-1.05653839477796,5.52234185030974,-4.38881582951601,3.78313662358622e-05,0.000259126954115823,1.63197839097817,"PKNOX2","PBX/knotted 1 homeobox 2","Downregulated",1.05653839477796
"204083_s_at",-2.52930755227828,7.87366128752541,-4.38847281126269,3.78785390066733e-05,0.000259377855399579,1.63078522610858,"TPM2","tropomyosin 2 (beta)","Downregulated",2.52930755227828
"205485_at",-1.89946283596924,4.66393651763131,-4.38614342072592,3.82003934859513e-05,0.000261363565386986,1.62268402928946,"RYR1","ryanodine receptor 1","Downregulated",1.89946283596924
"1566267_at",-1.04998973463976,3.49906985926826,-4.38526279121855,3.83227597598245e-05,0.000262055036061935,1.61962200702958,"","","Downregulated",1.04998973463976
"209376_x_at",-1.05122961308737,6.92692339926627,-4.38442307569137,3.84397944720683e-05,0.00026281880875185,1.61670257692765,"SCAF11","SR-related CTD associated factor 11","Downregulated",1.05122961308737
"215955_x_at",-1.63486644426068,2.85108193879524,-4.38425993381931,3.84625723745236e-05,0.000262938010396385,1.61613542078185,"ARHGAP26","Rho GTPase activating protein 26","Downregulated",1.63486644426068
"209789_at",-2.20240688938788,4.88636013658598,-4.38332298432411,3.85936428215781e-05,0.000263760747544638,1.61287838976987,"CORO2B","coronin 2B","Downregulated",2.20240688938788
"232403_at",-1.01282321153419,5.14626795093468,-4.38320477391112,3.86102100517097e-05,0.000263837328984097,1.61246749440938,"SPG11","spastic paraplegia 11 (autosomal recessive)","Downregulated",1.01282321153419
"213069_at",-1.1192883944022,7.79219580617444,-4.38227641221248,3.87405599542466e-05,0.000264654551390895,1.60924076353311,"HEG1","heart development protein with EGF like domains 1","Downregulated",1.1192883944022
"217511_at",-1.43228077005717,4.2928650236581,-4.37905933231723,3.91955712951305e-05,0.000267540085548549,1.59806213370355,"KAZALD1","Kazal type serine peptidase inhibitor domain 1","Downregulated",1.43228077005717
